Text,all_locs,display_name,address_type,lat,lon,bounding_box
"D. J. CORRIGAN, M.D.","['M.D.', None, 'M.D., Ireland']","M.D. (SYR): Abdulla Alhamoud Facharzt für Innere Medizin, 49, Eisenbahnstraße, Neustadt-Neuschönefeld, Ost, Leipzig, Sachsen, 04315, Deutschland",amenity,51.3459015,12.4022558,"['51.3458515', '51.3459515', '12.4022058', '12.4023058']"
"Farmers Gazette, November 1°, 1845, page 444","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"John Grey, in Ayrshire Agriculturist.","['Ayrshire Agriculturist', None, 'Ayrshire Agriculturist, Ireland']",,,,,
"POTATO DISEASE Farmers Gazette, November 8°"", 1845, page 452 To His Excellency Baron Heytesbury, Lord Lieutenant of Ireland The Board Room Royal Dublin Society, November 3, 1845.","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
ADVICE CONCERNING THE POTATO CROP TO THE FARMERS AND TO THE ' PEASANTRY OF IRELAND,"['IRELAND', None, 'IRELAND, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"There will be, of course, a good deal of trouble doing all that we have recommended, and perhaps at first you will not succeed very well at first, but we are confident that all true Irishmen will exert themselves, and never let it be said, that in Ireland the inhabitants wanted courage to meet difficulties against which other nations are successfully struggling.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Farmers Gazette, November 8°"", 1845, pages 452-453","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Many causes have been assigned for the, present lamentable disease in potatoes, many, explanations given respecting its nature, and many plans suggested to ar- rest its progress, and prevent its recurrence; yet, amidst all the ingenious theories invented on the subject, numerous as they are, none appear to possess the least merit, either in accounting for the disease, or proposing a remedy. Drought, sunshine, rain, cold winds, thunder and lightning, and every other kind of meteorological phenomena, have all and each been accused of the induction of this national calamity and apparently without any reasonable grounds. Twenty years ago, when the disease was not known, the same weather prevailed that does now; or, if the climate of the country be changed, and either its present, colder temperature, or its most abundant moisture, or any of the other causes adduced, is to be considered as having generated the disease, at least, that particular cause, has not prevailed in every country through which the disease extends. According to the accounts we receive from England, Holland, Belgium, Poland, France, and America, the potatoes there have suffered quite as much as in Ireland, yet, the weather, in those countries, situated so differently to what this is, must have been different; hence, if too much rain, and too great a degree of cold, have produced the disease here, they could not be alleged to have brought it on in France, Poland, and America, where the climate, during the summer, is usually much hotter and dried, and where no exception has been made, so far as I am aware of, to the general rule, in respect to the present season. We cannot receive the supposition as tenable, that the disease, which seems to be the same","['England', 'England, Holland', 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"Many causes have been assigned for the, present lamentable disease in potatoes, many, explanations given respecting its nature, and many plans suggested to ar- rest its progress, and prevent its recurrence; yet, amidst all the ingenious theories invented on the subject, numerous as they are, none appear to possess the least merit, either in accounting for the disease, or proposing a remedy. Drought, sunshine, rain, cold winds, thunder and lightning, and every other kind of meteorological phenomena, have all and each been accused of the induction of this national calamity and apparently without any reasonable grounds. Twenty years ago, when the disease was not known, the same weather prevailed that does now; or, if the climate of the country be changed, and either its present, colder temperature, or its most abundant moisture, or any of the other causes adduced, is to be considered as having generated the disease, at least, that particular cause, has not prevailed in every country through which the disease extends. According to the accounts we receive from England, Holland, Belgium, Poland, France, and America, the potatoes there have suffered quite as much as in Ireland, yet, the weather, in those countries, situated so differently to what this is, must have been different; hence, if too much rain, and too great a degree of cold, have produced the disease here, they could not be alleged to have brought it on in France, Poland, and America, where the climate, during the summer, is usually much hotter and dried, and where no exception has been made, so far as I am aware of, to the general rule, in respect to the present season. We cannot receive the supposition as tenable, that the disease, which seems to be the same","['Holland', 'Holland, Belgium', 'Holland, Ireland']",Nederland,country,52.2434979,5.6343227,"['11.8250000', '53.7443950', '-68.6255319', '7.2274985']"
"Many causes have been assigned for the, present lamentable disease in potatoes, many, explanations given respecting its nature, and many plans suggested to ar- rest its progress, and prevent its recurrence; yet, amidst all the ingenious theories invented on the subject, numerous as they are, none appear to possess the least merit, either in accounting for the disease, or proposing a remedy. Drought, sunshine, rain, cold winds, thunder and lightning, and every other kind of meteorological phenomena, have all and each been accused of the induction of this national calamity and apparently without any reasonable grounds. Twenty years ago, when the disease was not known, the same weather prevailed that does now; or, if the climate of the country be changed, and either its present, colder temperature, or its most abundant moisture, or any of the other causes adduced, is to be considered as having generated the disease, at least, that particular cause, has not prevailed in every country through which the disease extends. According to the accounts we receive from England, Holland, Belgium, Poland, France, and America, the potatoes there have suffered quite as much as in Ireland, yet, the weather, in those countries, situated so differently to what this is, must have been different; hence, if too much rain, and too great a degree of cold, have produced the disease here, they could not be alleged to have brought it on in France, Poland, and America, where the climate, during the summer, is usually much hotter and dried, and where no exception has been made, so far as I am aware of, to the general rule, in respect to the present season. We cannot receive the supposition as tenable, that the disease, which seems to be the same","['Belgium', 'Belgium, Poland', 'Belgium, Ireland']",België / Belgique / Belgien,country,50.6402809,4.6667145,"['49.4969821', '51.5507810', '2.3889137', '6.4080970']"
"Many causes have been assigned for the, present lamentable disease in potatoes, many, explanations given respecting its nature, and many plans suggested to ar- rest its progress, and prevent its recurrence; yet, amidst all the ingenious theories invented on the subject, numerous as they are, none appear to possess the least merit, either in accounting for the disease, or proposing a remedy. Drought, sunshine, rain, cold winds, thunder and lightning, and every other kind of meteorological phenomena, have all and each been accused of the induction of this national calamity and apparently without any reasonable grounds. Twenty years ago, when the disease was not known, the same weather prevailed that does now; or, if the climate of the country be changed, and either its present, colder temperature, or its most abundant moisture, or any of the other causes adduced, is to be considered as having generated the disease, at least, that particular cause, has not prevailed in every country through which the disease extends. According to the accounts we receive from England, Holland, Belgium, Poland, France, and America, the potatoes there have suffered quite as much as in Ireland, yet, the weather, in those countries, situated so differently to what this is, must have been different; hence, if too much rain, and too great a degree of cold, have produced the disease here, they could not be alleged to have brought it on in France, Poland, and America, where the climate, during the summer, is usually much hotter and dried, and where no exception has been made, so far as I am aware of, to the general rule, in respect to the present season. We cannot receive the supposition as tenable, that the disease, which seems to be the same","['Poland', 'Poland, France', 'Poland, Ireland']",Polska,country,52.215933,19.134422,"['49.0020468', '55.0360500', '14.0696389', '24.1457830']"
